Date,Price,PercentChange(%)
2005-08-01,435.0,1.209865053513262
2005-09-01,468.8,7.7701149425287355
2005-10-03,464.8,-0.8532423208191127
2005-11-01,493.5,6.174698795180723
2005-12-01,517.2,4.802431610942249
2006-01-02,568.5,9.918793503480279
2006-02-01,561.3,-1.266490765171504
2006-03-01,583.2,3.9016568679850345
2006-04-03,654.0,12.139917695473251
2006-05-01,643.3,-1.636085626911315
2006-06-01,612.6,-4.772267993160267
2006-07-03,634.2,3.525954946131244
2006-08-01,626.4,-1.2298959318826868
2006-09-01,597.8,-4.565772669220945
2006-10-02,606.1,1.3884242221478755
2006-11-01,647.8,6.880052796568223
2006-12-01,636.3,-1.7752392713800556
2007-01-01,652.7,2.5774005972025775
2007-02-01,669.6,2.589244675961391
2007-03-01,663.1,-0.9707287933094385
2007-04-02,678.0,2.2470215653747547
2007-05-01,660.2,-2.6253687315634218
2007-06-01,648.9,-1.7116025446834293
2007-07-02,663.0,2.1729079981507167
2007-08-01,672.6,1.4479638009049773
2007-09-03,743.7,10.570918822479928
2007-10-01,795.8,7.00551297566223
2007-11-01,782.5,-1.671274189494848
2007-12-03,833.2,6.479233226837061
2008-01-01,925.0,11.01776284205473
2008-02-01,972.1,5.091891891891892
2008-03-03,915.3,-5.843020265404793
2008-04-01,869.95,-4.954659674423686
2008-05-01,885.9,1.8334387033737571
2008-06-02,924.1,4.31199909696354
2008-07-01,912.85,-1.217400714208419
2008-08-01,829.8,-9.097880265103797
2008-09-01,869.95,4.838515304892745
2008-10-01,723.05,-16.886027932639806
2008-11-03,815.5,12.786114376599128
2008-12-01,878.2,7.688534641324341
2009-01-01,926.75,5.528353450239125
2009-02-02,944.15,1.8775289991907202
2009-03-02,917.15,-2.8597150876449717
2009-04-01,885.5,-3.4509077032110342
2009-05-01,979.0,10.559006211180124
2009-06-01,925.85,-5.429009193054137
2009-07-01,953.75,3.0134471026624183
2009-08-03,949.65,-0.42988204456094364
2009-09-01,1006.7,6.007476438687938
2009-10-01,1044.4,3.744909108969902
2009-11-02,1178.45,12.835120643431635
2009-12-01,1095.7,-7.021935593364165
2010-01-01,1081.05,-1.3370448115360043
2010-02-01,1116.1,3.242218213773646
2010-03-01,1112.8,-0.2956724307857719
2010-04-01,1178.25,5.88156002875629
2010-05-03,1215.71,3.179291321875663
2010-06-01,1241.35,2.1090556135920573
2010-07-01,1180.4,-4.909977041124582
2010-08-02,1245.65,5.527787190782785
2010-09-01,1308.5,5.045558543732188
2010-10-01,1359.05,3.8632021398547955
2010-11-01,1384.45,1.8689525771678746
2010-12-01,1419.45,2.528079742858175
2011-01-03,1331.81,-6.174222410088414
2011-02-01,1411.3,5.968569090185537
2011-03-01,1430.0,1.3250194855806703
2011-04-01,1563.6,9.342657342657343
2011-05-02,1533.35,-1.9346380148375544
2011-06-01,1499.6,-2.201063031923566
2011-07-01,1626.14,8.438250200053348
2011-08-01,1823.3,12.124417331841046
2011-09-01,1623.25,-10.971864202270607
2011-10-03,1713.25,5.544432465732327
2011-11-01,1745.1,1.8590398365679264
2011-12-01,1563.8,-10.389089450461292
2012-01-02,1739.03,11.205397109604808
2012-02-01,1694.7,-2.549122211807732
2012-03-01,1668.29,-1.5583879152652387
2012-04-02,1663.88,-0.26434253037541433
2012-05-01,1558.7,-6.321369329518956
2012-06-01,1598.2,2.5341630846218
2012-07-02,1613.29,0.9441872106119384
2012-08-01,1690.54,4.788351753249571
2012-09-03,1770.69,4.741088646231382
2012-10-01,1720.05,-2.8599020720735986
2012-11-01,1714.4,-0.32847882329002065
2012-12-03,1674.34,-2.336677554829678
2013-01-01,1662.99,-0.6778790448773845
2013-02-01,1579.76,-5.004840678536852
2013-03-01,1595.8,1.0153441029017065
2013-04-01,1476.6,-7.469607720265698
2013-05-01,1386.4,-6.108627929026141
2013-06-03,1233.14,-11.054529717253319
2013-07-01,1322.49,7.245730411794281
2013-08-01,1395.69,5.53501349726652
2013-09-02,1326.94,-4.925878955928609
2013-10-01,1323.19,-0.2826050914133269
2013-11-01,1251.99,-5.380935466561869
2013-12-02,1204.94,-3.7580172365593976
2014-01-01,1243.19,3.1744319219214234
2014-02-03,1325.79,6.644197588461941
2014-03-03,1283.64,-3.1792365306722785
2014-04-01,1291.29,0.5959614845283724
2014-05-01,1250.69,-3.1441426790264
2014-06-02,1327.19,6.1166236237596845
2014-07-01,1282.09,-3.398157008416278
2014-08-01,1287.07,0.38842826946626213
2014-09-01,1208.74,-6.085916072940866
2014-10-01,1173.92,-2.880685672683952
2014-11-03,1167.04,-0.5860706010631048
2014-12-01,1183.55,1.4146901562928433
2015-01-01,1282.8,8.385788517595369
2015-02-02,1212.55,-5.4763018397256005
2015-03-02,1183.1,-2.4287658240897283
2015-04-01,1183.85,0.06339278167525991
